restaurant_name,user_name,age_gender,usage_count,date,purpose,overall_score,plan_score,atmosphere_score,food_score,cost_performance_score,service_score,plan_menu,comment_food_drink,comment_atmosphere_service,comment_reactions
上野 アクアリウムレストラン Nautilus（ノーチラス）,くぅさん,30代前半（女）,2名,2024/6/29,女子会,3,3,3,1,5,3,【プリンセスジュエリーボックス】ミニアフタヌーンティーセット+Mighty Leafの紅茶1ポッド+メッセージ可(平日限定),今は感染症対策で紅茶の香りを試すことはできなかったが、数種類の中から茶葉を選べるのはよかったです。食事は金額が金額なのであまり期待はしていなかったですが、イマイチです。買ってきたものをかき集めてきたみたいな感じでした、、,雑居ビルの中にあるので店内は少し安っぽい感じでした。スタッフさんのメニューの説明がとても丁寧でよかったです。,個室だったのでゆっくりできてよかったと話してました。水槽のお魚に癒されました。
上野 アクアリウムレストラン Nautilus（ノーチラス）,.さん,30代後半（女）,2名,2024/2/27,友人・知人との食事,3,3,3,3,3,3,【販売終了】【旬のいちごを味わう★プリンセスアフタヌーンティー】+乾杯スパークリング(11月1日～),アフタヌーンティーセットは紅茶の種類が豊富で美味しかったです。,水槽の魚にとても癒されましたが、スタッフの方同士が話している声が少し気になりました。,スタッフの方の会話の内容が聞こえてしまっていたのでスタッフルームで話せばいい内容なのにね、と言っていました。
"District - Brasserie, Bar, Lounge（ディストリクト ブラッスリー・バー・ラウンジ）",nazさん,40代前半（女）,1名,2024/6/26,その他(1人での予約),3,3,3,3,3,3,【販売終了】【おでかけセール】カラフルFUNアフタヌーンティー×シェイク+with サーティワン アイスクリーム+アートパフォーマンス,ドリンクはどれも香りがよく美味しかったです。スイーツも可愛らしいです。,一般的なホテルレストランよりだいぶカジュアルなので、いつものランチ、などの普段使いが良さそうです。,Unknown
"District - Brasserie, Bar, Lounge（ディストリクト ブラッスリー・バー・ラウンジ）",けーこさん,40代前半（女）,2名,2024/5/5,女子会,3,3,3,5,3,1,【販売終了】カラフルFUNアフタヌーンティーwithサーティワン アイスクリーム+限定ポッピンミルクシェイク(5/1～6/30・土日祝限定),味の工夫がされていて、デザートもメインもクオリティーが高くとても美味しかったです。メインでエッグベネディクトをセレクトしましたが、また食べたいと思いました。,動物アレルギーがあるため、予約の時にその旨を記載しましたが、実際は犬がいる席に通された。ペットのいない席に替えてもらったが、狭い席に通されなんだかなっと思いました。,同伴者が動物アレルギーだったのでペットが隣とわかったときは拒否反応がすごく、トイレに行くのにはペットのいるエリアを通らなくては行けなかったので、トイレをずっと我慢していて申し訳なかった。
A to Z cafe（エートゥゼットカフェ）,カイトさん,50代後半（男）,2名,2024/3/3,恋人の誕生日,3,3,3,3,3,3,【販売終了】【AtoZcafe★いちごのアフタヌーンティー】旬のいちごを堪能+ドリンク2杯(期間限定),アフタヌーンティーのコースを頼みましたが予約ページの画像とはかなり違っていて果物は酸味が強くて熟れてなかったかな,ドリンクを注文したのにも関わらず忘れていて再注文したホットドリンクがぬるかった。,雨の日に伺ったのでホットドリンクは熱いものをだして欲しかった。
A to Z cafe（エートゥゼットカフェ）,hiro0928さん,40代後半（女）,2名,2023/11/26,友人・知人との食事,3,3,2,4,3,3,【販売終了】【AtoZcafe★秋アフタヌーンティー】秋の味覚を堪能+ドリンク2杯(秋限定),食事は特に可もなく不可もなし。ドリンクの選択がもう少しバリエーションあると良いかと思ったが、フレーバーティーは美味しかったです。,週末で相当混雑していたので騒がしかったけれど、奥のソファ席に案内されたので、居心地は悪くなかった。オーダーがQRコードで入力する方法だったので、声をかけたりする必要がないのは良かった。,特に不満はなさそうだったが、ドリンクはもう少しバリエーション欲しいと言ってました。ただ、かぼちゃケーキ？は、かぼちゃだかさつまいもだか分からんほど甘い！とも。
シンガポール・シーフード・リパブリック東京,Chrstmasさん,10代（女）,2名,2024/1/15,女子会,3,3,3,3,3,3,【販売終了】スノーアフタヌーンティー「パフィオ」+選べるティーorソフトドリンク+メッセージプレート,食べ物は正直好み分かれます。友達と行ったのですが私はかなり好みの食材ばかり揃っていて満足だったのが友人は気に入らない様子でした。飲み物のバリエーションが少ないのとその割には喉が渇くような食材ばかりだったのがちょっとポイントです。,サービスは完璧でした。店員さんは優しく臨機応変にリクエストに答えていただきました。,かわいいけれど味が強烈すぎて舌に合わないと言っていました。しかし満足にありがとうと伝えてくれました。
シンガポール・シーフード・リパブリック東京,ななこさん,30代後半（女）,2名,2023/12/14,家族との食事,3,3,4,3,3,2,【販売終了】スノーアフタヌーンティー「パフィオ」+選べるティーorソフトドリンク+メッセージプレート,アフタヌーンティーにしてはお手頃で、写真もありましたが、ボリュームはあまりないです。子供と行きましたが、足りず、結局他のものを注文。フルーツは少し変色していたり、あまり新鮮なものではなかったように思います。ジュースはオレンジのみで、子供の飲み物は少ないです。,眺めも良く、雰囲気は良かった。来店後席には案内されましたが、着席後何の案内もなく、スタッフの方がすぐ近くにいるのにも関わらず、近くの他の空席のセッティングなどをされていて、順番が違うかな、と思いました。こちらから声をかけて初めて案内があり、さらに、後から来た隣接の方に同じメニューが先に運ばれていたり、接客面はあまり期待できないように思った。こちらから質問をした内容に関しては、親切に説明をしてくださった。,Unknown
SALON BAKE&TEA（サロン ベイクアンドティー）,まきさん,40代前半（女）,3名,2024/9/22,友人・知人の誕生日,3,3,3,4,3,2,【販売終了】【アフタヌーンティー】セイボリー4種や季節のミニパフェなど+カフェフリー+メッセージ特典(平日限定),どれも美味しかったです！特に、甘過ぎずさっぱり食べられる無花果のミニパフェと、カリカリのスコーン、フレーバーティーが気に入りました。どれも飽きずに美味しく楽しめました。,同行を予定していた乳児が急遽不参加になったので椅子を直してもらったり、友人祝いの為先に会計を済ませておきたいとの要望にも対応いただいた点は大変助かりました。ありがとうございました！ジノリのお皿もかわいいです。,味には満足してくれていました！プレート付きプランで誕生日祝いメッセージをお願いしたのですが、喜んでくれました！
boB the garden Ginza（旧：AURUM+truffle）（ボブ　ザ　ガーデン　ギンザ）,サチサチさん,60代後半（女）,2名,2024/3/28,友人・知人との食事,3,3,3,3,3,3,【販売終了】【いちごのカヌレアフタヌーンティー】半熟カヌレなど+カフェフリー(12/4～5/15・平日限定),紅茶の種類ではアイスが1種類ホットでは15種類位から選べるので良かったです。カヌレもいろいろな種類がありアフタヌーンティーの内容を詳しく説明して頂けて良かったです,席と席の間隔があり落ち着いた雰囲気で良かった。更に11Fにあるお店なので窓際からの風景も素敵でした。,カヌレの種類が食べた事の無い種類があり苺が入っているのがあり感動していました
boB the garden Ginza（旧：AURUM+truffle）（ボブ　ザ　ガーデン　ギンザ）,ベティさん,20代前半（女）,3名,2024/2/14,女子会,3,3,4,4,3,1,【販売終了】【いちごのカヌレアフタヌーンティー】半熟カヌレなど+カフェフリー(12/4～5/15・平日限定),紅茶の種類も豊富で、アフタヌーンティーもカヌレが多く、おいしかった。とくにカヌレ好きな人にはおすすめ。,アフタヌーンティーの量が多いので、カヌレは、テイクアウトもできるところがよかった。,甘いのが好きな人たちで、特にカヌレが美味しいと喜んでいた。また、紅茶も楽しそうに選んでいた。
boB the garden Ginza（旧：AURUM+truffle）（ボブ　ザ　ガーデン　ギンザ）,ヒナナさん,20代前半（女）,2名,2024/1/29,友人・知人の誕生日,3,3,3,3,3,3,【販売終了】【いちごのカヌレアフタヌーンティー】半熟カヌレなど+カフェフリー(11:00入店限定早割・土日祝),意外とボリュームがあってよかった。甘いものとしょっぱいもののバランスが良かった。,スマホを置いたら沢山カスが付くくらい、テーブルに食べカスが残ってたのでしっかり拭いて欲しい。紅茶のおかわりをすぐ持って来てくれるところは良かった。,カヌレが美味しいと言っていた。お店のドライフラワーもオシャレで写真を撮っていた。
boB the garden Ginza（旧：AURUM+truffle）（ボブ　ザ　ガーデン　ギンザ）,taiさん,50代前半（女）,1名,2023/12/30,その他(1人での予約),3,3,3,3,3,3,【販売終了】【いちごのカヌレアフタヌーンティー】半熟カヌレなど+カフェフリー(12/4～5/15・平日限定),紅茶とても美味しかったです 小さなポツトのサイズ感がよかったです,一生懸命メニューの説明をする姿が可愛かったです 空いた食器も直ぐに下げて貰えましたし声がけも丁寧でした,Unknown
ザ・レギャン・トーキョー,mariさん,30代後半（女）,2名,2024/3/30,いつものデート,3,3,3,3,3,3,【販売終了】【いちご×シーズンフルーツ】季節アフタヌーンティー+乾杯ドリンク･カフェフリー(ランチ),乾杯ドリンクがとても美味しかったです。フリードリンクもすぐに持ってきてくれました。デザートや軽食も美味しかったですが量は少なめに感じました。,高層なので景色が遠くまで見渡せてとても気持ちよい空間でした。,景色も楽しみ喜んでもらえました。男性には少しボリューム少なめだったかと思います。
ザ・レギャン・トーキョー,みゃさん,10代（女）,2名,2024/3/10,友人・知人の誕生日,3,3,3,3,3,3,【販売終了】【いちご×シーズンフルーツ】季節アフタヌーンティー+乾杯ドリンク･カフェフリー+フラワープレート(ランチ),見栄えもよく味も美味しいかったです。個人的に量もちょうど良かったです。,接客はとてもしっかりしておりとても良いと感じました。落ち着いている雰囲気です。,量は多いですが味は大満足と言っておりました。お互いとても満足しました
ル サロン ド ニナス 小田急百貨店新宿,ユウランさん,20代後半（女）,1名,2024/3/19,その他(1人での予約),3,3,3,3,3,3,【販売終了】春のアフタヌーンティー+1ドリンク(3/7～6/5),紅茶専門店のため、紅茶の種類が多くて味も本格的なので良かったです。,平日夕方の時間帯ですが混み合っていて、待っているお客さんが何組もいたので、予約していて良かったです。,Unknown
RITUEL CAFE（リチュエル カフェ）,みさん,20代前半（女）,2名,2024/4/18,女子会,3,5,3,3,2,2,【販売終了】【苺アフタヌーンティー】人気カットケーキや苺スイーツなど+カフェフリー(半円ソファー席確約),どれも見た目が可愛かったです！ドリンクも種類たくさんで美味しかったです,呼び出しボタンがないので店員さんを呼ぶのがちょっと大変だったかもしれない,あまり混んでいない時間帯で、周りにお客さんがいなくて緊張していたけれど喜んでくれました！！
RITUEL CAFE（リチュエル カフェ）,りょうさん,40代後半（女）,2名,2024/1/3,私の誕生日,3,3,2,4,3,3,【販売終了】【RITUELアフタヌーンティー】マカロンや選べるカットケーキなど+ロゼスパークリング(平日限定・特別価格),ボリュームたっぷりです。お腹すかせて行って欲しいです。ショートケーキが凄く凄く美味しくて、超おすすめです！飲み物、全て美味しかったですが、個人的にはカフェオレがおすすめです！,店内は可愛くまとまっていましたが、改札口の前、店内は全席改札口に向かいオープンとなっているため、何となく目の前がせわしい感じがしました。ファンシーな感じですから、男性が使うには厳しいかも。ケーキは凄く凄く美味しいので、テイクアウトでも使いたいです。,Unknown
THE Tender HOUSE DINING（ザ テンダーハウス ダイニング）,あーぼーさん,60代前半（女）,2名,2024/2/29,家族との食事,3,3,3,3,3,3,【販売終了】【1~2月限定】苺とルビーチョコレートアフタヌーンティー全16種+ドリンク12種フリー(1/5～2/29限定),今回は、いちごとチョコレートでしたがほとんどいちごチョコレートみたいな感じでホワイト系でした。甘い物が多かったです。飲み物の提供が遅くて待ち遠しいかったです。あと、日の当たる席でしたのでブラインドとかほしかったです。ずらしてくれても良かったです。,雰囲気や店員さんの感じは悪くなかったのですが最初の飲み物があまりにもおそかったのでそれがちょっとでした。,Unknown
ル サロン ド ニナス 日比谷,Ya3さん,50代後半（女）,2名,2023/12/19,家族との食事,3,3,3,3,3,3,【販売終了】冬のアフタヌーンティー+選べる1ドリンク(12/7～3/6),食事は可もなく不可もなくという感じで、私にはケーキ類が甘過ぎて残念ながら食べきれませんでした。もう少し美味しいフルーツ（苺とか栗とか）を使用している時季に来ればよかったです。紅茶のお店のようなので、お茶がフリードリンクだといいですね。,全面窓で開放的ですが、店内やテーブルは狭いです。お客様の人数も少なかったのに一箇所にまとめられていたので、もう少し広々使っても良いのにと感じました。料理を食べている途中でお皿を下げられそうになったので、さすがに止めました。,Unknown
RITUEL 虎ノ門 BRASSERIE＆Cafe（リチュエル）,みるこさん,40代後半（女）,2名,2024/3/30,友人・知人との食事,3,3,3,3,3,3,【販売終了】【オープン記念】こだわり焼菓子ワゴンなどのアフタヌーンティー+Teaフリー+お土産の焼菓子アソートBOX付,スタンドではなくプレートスタイルでのアフタヌーンティー。テーブルサービスの焼き菓子のワゴンも魅力的です。,広めのボックスタイプのお席を用意していただいてゆっくり快適に過ごせました。,今回はお土産付きのプランということで焼き菓子のボックスをいただけて良かったと喜んでいました。
Opuses（オウパセズ）,えみぽんさん,50代前半（女）,1名,2024/6/22,その他(1人での予約),3,3,3,3,3,3,【銀座のシックな空間で楽しむ】アフタヌーンティーセット+ティーフリー+グラススパークリングワイン(平日限定),スコーンが温かくてとてもおいしかった。マーマレードとの相性もよかった。,カジュアルで、落ち着く色味の内装です。食事の説明も丁寧ですし、飲み物のおかわりも、よく気がついてくださいました。カウンターを予約したのに4人掛けテーブルにしてくださってリラックスできました。,Unknown
Opuses（オウパセズ）,レサパンさん,60代前半（女）,1名,2024/5/21,その他(1人での予約),3,2,3,4,3,3,【銀座のシックな空間で楽しむ】アフタヌーンティーセット+ティーフリー+グラススパークリングワイン(平日限定),写真やメニューとは異なる内容でした。抹茶あんみつを楽しみにしていたのですが、ワインゼリーでした。スコーンも二つではなく、一つでした。,少し早めに着いたら、席に案内してくださいました。シックな雰囲気のお店ですが、団体客がいると騒がしいです。お茶のお替わりはなかなか店員さんがつかまらず、少し間が空きました。,Unknown
Opuses（オウパセズ）,あーーーんさん,30代前半（女）,2名,2023/11/4,友人・知人の誕生日,3,3,3,3,3,3,【銀座のシックな空間で楽しむ】アフタヌーンティーセット+ティーフリー(土日祝限定),オーガニックのドリンクが美味しかった。グレーを楽しみにしたので満足です。,店内が開放的で綺麗なので、女子がたくさんでした。素敵な空間でした。,大人っぽいアフタヌーンティーなので、すごく喜んでもらえました。
Q-pot CAFE. 表参道本店（キューポットカフェ）,みーまーさん,30代後半（女）,1名,2024/7/16,その他(1人での予約),3,3,3,3,3,3,【販売終了】【チョコミント＆ストロベリーパーティー アフタヌーンティー】+スパークリングワインorモクテル＆お好みのドリンク1杯,追加オーダーは可能なようですが、プランではドリンクは1杯だけ。あまり長くゆっくりとというプランではないかな。,店内はお菓子のモチーフで溢れていて、とても可愛いです。たまたまかもしれないですが、ともて賑やかなグループと居合わせたため落ち着かなかったのが残念。,Unknown
バー&ラウンジ ZATTA（ザタ）,ひまわりさん,70代以上（女）,2名,2024/10/17,女子会,3,3,3,3,3,3,【販売終了】アフタヌーンティー【秋のピクニックプティ・ブーランジェリー】(平日限定割引),料理は美味しく頂きました。ただパイや焼き菓子が多めでややパサつく物が多かったように感じました。出来ればムース・キッシュ・サンドイッチのようなしっとり系がもっと欲しかったです。アイス系の飲み物は大きいグラスに多めの氷でお代わりしずらい感じでした。,店内雰囲気は席の場所にもよると思いますが、案内された席はやや落ち着かない感じがしました。,特にコメントはありませんでしたが、楽しんでくれたと思います。
バー&ラウンジ ZATTA（ザタ）,キクマルさん,50代後半（女）,2名,2024/3/12,友人・知人の誕生日,3,3,3,3,3,3,【販売終了】【アフタヌーンティー】イチゴとバリエーション豊富なパンを堪能+乾杯ドリンク(平日限定),フレッシュいちごが、スイーツやセイボリーとは別についていて、リフレッシュできてよかった,平日利用だったので落ち着いて利用できてよかった飲み物も、待たされることなかったです,パンのアフタヌーンティーが、めずらしく、美味しいと言ってくれました
バー&ラウンジ ZATTA（ザタ）,mmmさん,30代後半（女）,3名,2024/2/23,家族との食事,3,4,4,3,3,1,【販売終了】【アフタヌーンティー】イチゴとバリエーション豊富なパンを堪能+乾杯ドリンク(土日祝),どれも食べやすく、量も程よかったです。アフタヌーンティーは紅茶がポットでなくティーカップなので、色々なフレーバーを試すことができました。,お店は暗めで落ち着いています。年齢層も比較的高く騒がしく無い印象です。,Unknown
バー&ラウンジ ZATTA（ザタ）,pinoさん,50代前半（女）,2名,2024/1/27,家族との食事,3,4,2,4,3,2,【販売終了】【アフタヌーンティー】イチゴとバリエーション豊富なパンを堪能+乾杯ドリンク(平日),量も味もとても素晴らしい。ドリンクも種類豊富でオリジナリティがあって良かった。,ホテルのラウンジなので昼間でも暗め。映える写真を撮りたい方は撮影技術必須です。客層も落ち着いている方が多かったので静かに楽しみたい方はおすすめです。ただ、タイミングの問題かもしれませんが、ドリンクの注文がしづらいのが難点。正社員でなかったとしても、ヒルトンの名前を少なからず背負っているのなら、顧客サービスを今1度全体で再確認、見直しすべき。大袈裟なものは不要ですが、サービス提供時の笑顔って大事ですよ。あと、テーブルに食事を置く時や食器を下げる時も無言ではなくひと声あるのが普通かと。それとも人を見て態度を変えているのでしょうか？私達より後で来た女性2人組もおなじアフヌンだったようですが、飲み放題なのにドリンクを頼みにくい状況で2時間の時間をまたずに写真撮って食べてサッサと帰ってしまっていました。すべてのお客様に配慮できないのならわざわざ時間で予約を入れている意味がない。,Unknown
アトリウムラウンジ & ジュネヴァ ロビーバー,ぷちさん,50代後半（女）,2名,2024/9/13,家族との食事,3,3,3,3,3,3,【販売終了】【抹茶アフタヌーンティー】+ロンネフェルト含むカフェフリー(平日特別料金・2時間制),大好きな抹茶づくしなはずなのにその感動も薄く常温ではあまり美味しくない残念な食べ方もみられ変化に乏しいのでそのうち何を食べているのかよくわからなくなる量はしつこいという意味で多すぎ食後感が悪い印象的だっのはアールグレイ。量もちょうどよかった,ピアノ演奏が素敵でよい雰囲気に会話も弾む申し訳なさそうな狭い2人がけに座らされて席はあまり居心地良くなくて残念アフタヌーンティーに仕方なく「こさせてもらっている」感が否めない,Unknown
アトリウムラウンジ & ジュネヴァ ロビーバー,maoさん,50代前半（女）,2名,2024/5/3,友人・知人の誕生日,3,3,3,3,3,3,【販売終了】【ベリー・ベリー・ストロベリー・アフタヌーンティー】(1/4～6/30限定・2時間制),苺づくしの名に違わずセイボリーまで苺だらけでした。どれも同じようにならず、スイーツごとの変化を楽しめたと思います。,生ピアノの演奏がありきらびやかなラウンジでゆったり過ごせました。,どれもこれもおいしいといっていました。またバースデープレートとデザートをとても喜んでいました。
アトリウムラウンジ & ジュネヴァ ロビーバー,はるはるさん,40代後半（女）,2名,2024/3/30,女子会,3,4,3,3,3,2,【販売終了】【ベリー・ベリー・ストロベリー・アフタヌーンティー】(1/4～6/30限定・2時間制),いちごのアフタヌーンティーを利用しました。いちごのアフタヌーンティーは初めてだったのですがスイーツが甘すぎず、見た目も味も凝っていて、大正解でした。量も十分あり、大変満足です。,ドリンクの提供がとにかく遅く、注文してから１５分以上かかり、まだですかと聞いたら、何を頼みましたか？と聞かれ、このやりとりを3回しました。残念です。,ピアノの生演奏があり、活気溢れる中、お席はとてもゆったりして広いので、女子会にはぴったりでした。
アトリウムラウンジ & ジュネヴァ ロビーバー,Marimariさん,50代前半（女）,1名,2024/2/19,その他(1人での予約),3,3,4,3,3,2,【販売終了】【ベリー・ベリー・ストロベリー・アフタヌーンティー】+ロンネフェルト含むカフェフリー(平日特別料金・2時間制),SNS映えするセイボリーとスイーツの数々を、目でも愛でながら楽しめます。スコーンとパンナコッタが好みでした。,広々とした空間でゆったり過ごせます。予約時間の5分前にならないと席に案内してもらえないので、早く着きすぎないほうがよいかと。,Unknown
アトリウムラウンジ & ジュネヴァ ロビーバー,メープルさん,40代後半（女）,2名,2023/12/16,女子会,3,2,5,4,1,3,【販売終了】【フェスティブ・アフタヌーンティー】+ジンジャーブレッドラテ(11/1～1/3限定・2時間制),見た目は可愛いくひとつひとつは美味しかったのですがチョコの嵐で甘すぎて食べきれなかった。周りの方々も上段はほぼ残してました。もっとさっぱりした物があると良かったです。,薄暗く、ピアノの演奏があり落ち着いた雰囲気でした。隣の席とも離れていて良かったです。,可愛いがチョコだらけで甘すぎと、私と同意見でした。お店の雰囲気は良かったのでそこは満足でした。
アトリウムラウンジ & ジュネヴァ ロビーバー,Reilaさん,40代後半（女）,1名,2023/11/21,その他,3,4,4,2,3,2,【販売終了】【フェスティブ・アフタヌーンティー】(11月平日限定・2時間制),見た目が凝っていて可愛らしかった。ただ全体的に甘く似たような味が多かった。セイボリーは材料がよくわからない不思議な味のものがあった。,吹き抜けで広々としておりピアノの演奏もあり、いかにもホテルのラウンジという感じ。ただロビーにいる人や通行人の話し声もよく聞こえる。会計をお願いしたところ、レジへ行って会計するように言われた。前に来た時は確かテーブル会計だったし、近くに座っていた人もテーブル会計してたのに何故？　サービス料を取る店はテーブル会計が普通だと思っていたので驚いた。,Unknown
青山セントグレース大聖堂,M＊さん,40代前半（女）,2名,2024/4/7,女子会,3,3,3,3,3,3,【販売終了】桜ストロベリーアフタヌーンティー+カフェフリー(土日祝・ティーセレクション),スタンドはとても可愛いです。甘すぎず、食べやすいアフタヌーンティーでした。,ドリンクの提供は比較的早いと思います。会場は綺麗ですが、どの席に案内されるかで満足度がかなり左右されると思います。,会場の可愛い装飾から1番遠い席で、友人のすぐ横にハンガーラック、私の後ろはドリンクカウンターだったため、せっかくの素敵な内装を全く楽しめず残念がっていました。
茶房松緒（サボウ マツオ）,piさん,40代後半（女）,1名,2024/8/14,その他(1人での予約),3,3,3,3,3,3,【和のアフタヌーンティー】季節のおばんざいや手まり寿司を堪能+選べるドリンク飲み放題(平日限定),料理も飲み物も全体的に家庭料理レベルでした。手まり寿司と惣菜の三段トレーを食べ終わるとデザートが提供されるのでアフタヌーンティーというより定食＋デザートって感じでした。,雰囲気は観光地の甘味処です。座敷風の席が一番落ち着けそうでした。１人利用でしたが、アニバーサリーメッセージの希望を入力してみましたが何もありませんでした。今回は自分用なので別にいいですが誰かのお祝いも兼ねていたら少し不安に感じます。,Unknown
茶房松緒（サボウ マツオ）,めいじさん,30代後半（女）,2名,2024/4/14,女子会,3,3,3,2,4,3,【和のアフタヌーンティー】季節のおばんざいや手まり寿司を堪能+選べるドリンク飲み放題(土日祝限定),小豆とおばんざいがが美味しかったです。量は少なめでちょうどよく、最後までぽんぽんにならずに楽しむことができます。,和の雰囲気で可愛いですがとても狭いです。秘密の話をしたいときには向かないかな（笑）でも、店員産を呼びやすいのでよかったです。トイレは1つなので時間の終わり際はみんな順番待ちをしている感じになります。ご注意を。,ご飯が先に来るタイプは初めてだと驚きつつも楽しんでくれていました。アフタヌーンティーというよりはランチとして楽しめた感じでよかったです。
茶房松緒（サボウ マツオ）,なぎちゃんさん,20代後半（女）,2名,2024/4/8,友人・知人の誕生日,3,3,3,3,3,3,【和のアフタヌーンティー】季節のおばんざいや手まり寿司を堪能+選べるドリンク飲み放題(土日祝限定),可もなく不可もなく、普通だった。もっとこだわりのものを提供して欲しい。,雰囲気もサービスも特別良いとは感じず、普通だった。場所柄便利ではあった。,同伴者は喜んでいた。また行きたいと言っていたが私は良いとは感じなかった。
茶房松緒（サボウ マツオ）,雅さん,60代後半（女）,1名,2024/3/31,その他(1人での予約),3,3,4,3,2,3,【和のアフタヌーンティー】季節のおばんざいや手まり寿司を堪能+選べるドリンク飲み放題(土日祝限定),ドリンクフリー、和のアフタヌーンティー見栄えはよいが値段が高め、内容も手まり寿司は美味しかったが、おばんざい、が、いまいち,店は雰囲気のよい店内、余り大きくはないドリンクフリーのわりには、頼むタイミングに店の、人がいなく、あまりフリーの意味がない,Unknown
Lounge ＆ Dining G（ラウンジ＆ダイニング ジー）,たかさん,60代前半（男）,2名,2024/8/18,いつものデート,3,4,4,3,3,1,【販売終了】Peachy PEACH Afternoon Tea+カフェフリー(平日13:00・土日祝13:00/15:30入店限定),ピーチがメインのアフタヌーンティーを色々と探して、見た目が一番良かったのでマリオットにしました。実際にサーブされたスイーツは期待通りの味と見映えでした。ドリンクも充分選択肢があり、まずます楽しめました。,シートについては、4人用に2人だったので余裕がありましたが、いくつかあった広い席に座れたらもっと満足度が高かったと思いました。,予想通りの内容で満足していたようです。私のための誕生日プレートもリクエスト通りで私が感動したことを喜んでいました。
Lounge ＆ Dining G（ラウンジ＆ダイニング ジー）,なっちゃんさん,20代後半（女）,2名,2024/8/12,いつものデート,3,4,3,3,2,3,【販売終了】Peachy PEACH Afternoon Tea+カフェフリー(平日13:00・土日祝13:00/15:30入店限定),ウェルカムドリンクは暑い季節に合うスッキリとした味でした。スイーツからセイボリーまでふんだんに桃を使っているメニューなので桃が好きな人にはとてもいいと思います。,あまり隣の席と近くはないのであまり目線等を気にせずに過ごせるかなと思います。,とても美味しいと言っていました。甘いものが多かったとも言っていました。
Lounge ＆ Dining G（ラウンジ＆ダイニング ジー）,かりんさん,40代後半（女）,2名,2024/8/15,家族の誕生日,3,3,3,3,3,3,【販売終了】Peachy PEACH Afternoon Tea+カフェフリー(平日・15時30分入店限定),紅茶が美味しかったです。プラス500円でしか飲めない紅茶が多く、その点が残念でした。スイーツはどれも美味しかったです,窓際の席でしたが、この時期は日差しがまだ強く、少し暑かったです。アイスティーを何杯か飲んでやっと汗が引いた感じでした。スタッフの方があまり多くないので、紅茶をお願いする際、声がけするタイミングが難しかったです。,Unknown
Lounge ＆ Dining G（ラウンジ＆ダイニング ジー）,ナココさん,40代前半（女）,2名,2024/8/5,友人・知人の誕生日,3,3,3,4,3,2,【販売終了】Peachy PEACH Afternoon Tea+カフェフリー(平日13:00・土日祝13:00/15:30入店限定),夏なので桃のアフターヌーンティーを楽しみたいと思い予約した。お食事は美味しかった。,アフターヌーンティーのメニューの特にスイーツ系がとても美味しかった。広々とした明るい空間でリフレッシュしたい時にいいと思う。,アフターヌーンティーやお茶は美味しかったが、少し時間が短いと感じた。また、プランの中にもう少ししょっぱい食べ物が組み込まれてても良いと言っていた。
Lounge ＆ Dining G（ラウンジ＆ダイニング ジー）,yuriさん,30代後半（女）,2名,2024/4/5,家族との食事,3,4,4,3,2,2,【販売終了】Strawberry and Pistachio Afternoon Tea+カフェフリー(平日13:00・土日祝13:00/15:30入店限定),いちごとピスタチオのアフタヌーンティーを利用しました。前菜は美味しかったですがデザートが少し甘すぎる気がしました。,窓側の素敵な席に通していただきましたが、店員さんが全然こちらの席のエリアを目にかけてくれません。お茶のおかわりをするのも大変です。せめて呼び出しボタンがあるか、スマホでメニューを見ているのだからそのままスマホ注文がよかったです。窓側のエリアは厨房や他の席と離れているので気付きにくいのも仕方ないのかもしれませんが、ずっと厨房や店員さんを眺めたり手を上げても気付いてもらえないのはとても辛かったです。,Unknown
RESTAURANT 1899 OCHANOMIZU（イチハチキュウキュウ）,招き猫さん,30代前半（女）,2名,2023/11/30,友人・知人との食事,3,3,3,3,3,3,【販売終了】【秋限定★ほうじ茶スイーツ】1899アフタヌーンティープラン+4種の日本茶飲み放題(9/1～11/30限定),４種類のお茶が飲み放題で温・冷を選べました。飲み放題の時間は60分でポット交換制なので、４種類全てを楽しむには少し時間が足りませんでした。,ホテルに併設されているレストランです。隣の席との距離が結構近いかなと思います。友人と２人で利用しお会計を別々にしていただけましたが、クーポンやポイントの金額は割れないので１人分のお会計にのみ適用可能とのことでした。,ほうじ茶が好きな友人だったのでプランとしてはよかったのかなと思います。
アクアリウムダイニング 新宿ライム,みちこさん,40代後半（女）,2名,2024/2/24,友人・知人との食事,3,3,3,3,3,3,【販売終了】【アクアリウムアフタヌーンティー】+ワイン＆カフェフリー,見た目はとても綺麗。味は美味しかったけれど、アフタヌーンティーという点を考慮しつも、少しボリュームがなかった。,水槽が柱で隠れる席だったことが残念です。水槽があることを考慮しても、店全体が暗すぎでした。,あまりお得感は感じられないけど、美味しかったそうです。ソファ席には喜んでました。
ロイヤルクリスタルカフェ 銀座店,pody13さん,40代前半（女）,2名,2024/1/25,家族との食事,3,3,5,3,2,2,【販売終了】バレンタイン・アフタヌーンティーセット+カフェフリー(1/22～2/14),見た目がロイヤルでとても可愛いかったスコーンの硬さお味共に最高でした,カフェフリーのafternoonteaだったが、店内がガランと静かで呼びボタンもなかった為店員さんを呼びずらかった,Unknown
